"Date","Month","Mean_Phosphorous","Mean_Total_N","Mean_Dissolved_O2","Mean_pH","Year","Interp_Phosphorous","Interp_pH","Interp_Dissolved_O2","Interp_Total_N","Group"
2016-08-01,"8",0.0509230769230769,0.750846153846154,4.89461538461538,7.97576923076923,"2016",0.0509230769230769,7.97576923076923,4.89461538461538,0.750846153846154,"Pre"
2016-09-01,"9",0.0351111111111111,0.609925925925926,3.73276595744681,7.84083333333333,"2016",0.0351111111111111,7.84083333333333,3.73276595744681,0.609925925925926,"Pre"
2016-10-01,"10",0.0450606060606061,0.534030303030303,4.63181818181818,7.84666666666667,"2016",0.0450606060606061,7.84666666666667,4.63181818181818,0.534030303030303,"Pre"
2016-11-01,"11",0.0318648648648649,0.460675675675676,4.03,7.45243243243243,"2016",0.0318648648648649,7.45243243243243,4.03,0.460675675675676,"Pre"
2016-12-01,"12",0.0335405405405405,0.495648648648649,9.21351351351351,7.97405405405405,"2016",0.0335405405405405,7.97405405405405,9.21351351351351,0.495648648648649,"Pre"
2017-01-01,"1",0.0308421052631579,0.489842105263158,4.22815789473684,8.17868421052632,"2017",0.0308421052631579,8.17868421052632,4.22815789473684,0.489842105263158,"Pre"
2017-02-01,"2",0.0367837837837838,0.545189189189189,38.0432432432432,8.18243243243243,"2017",0.0367837837837838,8.18243243243243,38.0432432432432,0.545189189189189,"Pre"
2017-03-01,"3",0.0367567567567568,0.398972972972973,55.1283783783784,8.31486486486486,"2017",0.0367567567567568,8.31486486486486,55.1283783783784,0.398972972972973,"Pre"
2017-04-01,"4",0.0515454545454545,0.494727272727273,46.1981818181818,8.06454545454545,"2017",0.0515454545454545,8.06454545454545,46.1981818181818,0.494727272727273,"Pre"
2017-05-01,"5",0.032125,0.5094,4.867,8.226,"2017",0.032125,8.226,4.867,0.5094,"Pre"
2017-06-01,"6",0.029925,0.506625,7.62025,7.76625,"2017",0.029925,7.76625,7.62025,0.506625,"Pre"
2017-07-01,"7",0.028825,0.53975,NA,7.99747222222222,"2017",0.028825,7.99747222222222,11.8707613636364,0.53975,"Pre"
2017-08-01,"8",0.0333636363636364,0.428563636363636,16.1212727272727,7.40090909090909,"2017",0.0333636363636364,7.40090909090909,16.1212727272727,0.428563636363636,"Pre"
2017-09-01,"9",0.0263777777777778,0.4946,4.95555555555556,7.94066666666667,"2017",0.0263777777777778,7.94066666666667,4.95555555555556,0.4946,"Pre"
2017-10-01,"10",0.033925,0.478675,6.13575,7.98775,"2017",0.033925,7.98775,6.13575,0.478675,"Pre"
2017-11-01,"11",0.0385128205128205,0.385051282051282,6.36538461538461,8.09820512820513,"2017",0.0385128205128205,8.09820512820513,6.36538461538461,0.385051282051282,"Pre"
2017-12-01,"12",0.037775,0.499375,5.84225,7.92525,"2017",0.037775,7.92525,5.84225,0.499375,"Pre"
2018-01-01,"1",0.036725,0.4903,6.12974358974359,8.00775,"2018",0.036725,8.00775,6.12974358974359,0.4903,"Pre"
2018-02-01,"2",0.0396428571428571,0.429214285714286,5.93571428571429,7.96535714285714,"2018",0.0396428571428571,7.96535714285714,5.93571428571429,0.429214285714286,"Pre"
2018-03-01,"3",0.032825,0.48885,6.36575,7.969,"2018",0.032825,7.969,6.36575,0.48885,"Pre"
2018-04-01,"4",0.031025,0.4371,5.71675,8.101,"2018",0.031025,8.101,5.71675,0.4371,"Pre"
2018-05-01,"5",0.0453875,0.514825,4.752,7.85675,"2018",0.0453875,7.85675,4.752,0.514825,"Pre"
2018-06-01,"6",0.0376,0.4886,5.051,8.05575,"2018",0.0376,8.05575,5.051,0.4886,"Pre"
2018-07-01,"7",0.028975,0.4843,4.82475,8.08075,"2018",0.028975,8.08075,4.82475,0.4843,"Pre"
2018-08-01,"8",0.030390243902439,0.417609756097561,4.57414634146341,8.32829268292683,"2018",0.030390243902439,8.32829268292683,4.57414634146341,0.417609756097561,"Pre"
2018-09-01,"9",0.027390243902439,0.476317073170732,4.48153846153846,8.15692307692308,"2018",0.027390243902439,8.15692307692308,4.48153846153846,0.476317073170732,"Pre"
2018-10-01,"10",0.0377073170731707,0.368365853658537,5.58609756097561,7.8990243902439,"2018",0.0377073170731707,7.8990243902439,5.58609756097561,0.368365853658537,"Pre"
2018-11-01,"11",0.0336829268292683,0.410390243902439,4.72536585365854,8.00682926829268,"2018",0.0336829268292683,8.00682926829268,4.72536585365854,0.410390243902439,"Pre"
2018-12-01,NA,NA,NA,NA,NA,"2018",0.0336219512195122,8.05914634146341,5.21,0.402243902439024,"Pre"
2019-01-01,"1",0.0335609756097561,0.39409756097561,5.69463414634146,8.11146341463415,"2019",0.0335609756097561,8.11146341463415,5.69463414634146,0.39409756097561,"Pre"
2019-02-01,"2",0.038,0.398102564102564,6.08153846153846,7.60785714285714,"2019",0.038,7.60785714285714,6.08153846153846,0.398102564102564,"Pre"
2019-03-01,"3",0.0373846153846154,0.238038461538462,10.8688461538462,8.28884615384615,"2019",0.0373846153846154,8.28884615384615,10.8688461538462,0.238038461538462,"Pre"
2019-04-01,"4",0.0402272727272727,0.355136363636364,6.60272727272727,7.97863636363636,"2019",0.0402272727272727,7.97863636363636,6.60272727272727,0.355136363636364,"Pre"
2019-05-01,"5",0.0424545454545455,0.409772727272727,5.71863636363636,8.04714285714286,"2019",0.0424545454545455,8.04714285714286,5.71863636363636,0.409772727272727,"Pre"
2019-06-01,"6",0.039695652173913,0.592086956521739,6.97695652173913,7.99521739130435,"2019",0.039695652173913,7.99521739130435,6.97695652173913,0.592086956521739,"Pre"
2019-07-01,"7",0.0383913043478261,0.343347826086957,5.8,7.93304347826087,"2019",0.0383913043478261,7.93304347826087,5.8,0.343347826086957,"Pre"
2019-08-01,"8",0.0322608695652174,0.255478260869565,5.06304347826087,7.94,"2019",0.0322608695652174,7.94,5.06304347826087,0.255478260869565,"Pre"
2019-09-01,"9",0.0441363636363636,0.135181818181818,5.88454545454545,7.99818181818182,"2019",0.0441363636363636,7.99818181818182,5.88454545454545,0.135181818181818,"Pre"
2019-10-01,"10",0.0377272727272727,0.156590909090909,6.54318181818182,8.13318181818182,"2019",0.0377272727272727,8.13318181818182,6.54318181818182,0.156590909090909,"Pre"
2019-11-01,"11",0.0339130434782609,0.29895652173913,7.47652173913044,7.63739130434783,"2019",0.0339130434782609,7.63739130434783,7.47652173913044,0.29895652173913,"Pre"
2019-12-01,"12",0.063,0.454260869565217,5.2904347826087,7.87739130434783,"2019",0.063,7.87739130434783,5.2904347826087,0.454260869565217,"Pre"
2020-01-01,"1",0.0421739130434783,0.546695652173913,5.32391304347826,7.70782608695652,"2020",0.0421739130434783,7.70782608695652,5.32391304347826,0.546695652173913,"Pre"
2020-02-01,"2",0.0355909090909091,0.357272727272727,5.98636363636364,7.80954545454545,"2020",0.0355909090909091,7.80954545454545,5.98636363636364,0.357272727272727,"Pre"
2020-03-01,"3",0.0441666666666667,0.395875,5.16125,8.1,"2020",0.0441666666666667,8.1,5.16125,0.395875,"Pre"
2020-04-01,"4",0.047375,0.469708333333333,5.46166666666667,8.01583333333333,"2020",0.047375,8.01583333333333,5.46166666666667,0.469708333333333,"Pre"
2020-05-01,"5",0.0422272727272727,0.726227272727273,7.03363636363636,7.85863636363636,"2020",0.0422272727272727,7.85863636363636,7.03363636363636,0.726227272727273,"Pre"
2020-06-01,"6",0.0336086956521739,0.438913043478261,5.85130434782609,8.13478260869565,"2020",0.0336086956521739,8.13478260869565,5.85130434782609,0.438913043478261,"Pre"
2020-07-01,"7",0.0339583333333333,0.461916666666667,5.29166666666667,8.30791666666667,"2020",0.0339583333333333,8.30791666666667,5.29166666666667,0.461916666666667,"Pre"
2020-08-01,"8",0.06,0.615125,4.02833333333333,8.02833333333333,"2020",0.06,8.02833333333333,4.02833333333333,0.615125,"Pre"
2020-09-01,"9",0.0355416666666667,0.485208333333333,4.56375,7.98375,"2020",0.0355416666666667,7.98375,4.56375,0.485208333333333,"Pre"
2020-10-01,"10",0.0334583333333333,0.374166666666667,5.08458333333333,7.93041666666667,"2020",0.0334583333333333,7.93041666666667,5.08458333333333,0.374166666666667,"Pre"
2020-11-01,"11",0.0380416666666667,0.478791666666667,32.0095833333333,8.00583333333333,"2020",0.0380416666666667,8.00583333333333,32.0095833333333,0.478791666666667,"Pre"
2020-12-01,"12",0.0540833333333333,0.4885,5.67958333333333,8.11458333333333,"2020",0.0540833333333333,8.11458333333333,5.67958333333333,0.4885,"Pre"
2021-01-01,"1",0.04,0.43904,5.7556,7.8708,"2021",0.04,7.8708,5.7556,0.43904,"Pre"
2021-02-01,NA,NA,NA,NA,NA,"2021",0.0362115384615385,8.03560833333333,5.3628,0.469616153846154,"Pre"
2021-03-01,"3",0.0324230769230769,0.500192307692308,4.97,8.20041666666667,"2021",0.0324230769230769,8.20041666666667,4.97,0.500192307692308,"Pre"
2021-04-01,"4",0.0243846153846154,0.364615384615385,5.88230769230769,8.26,"2021",0.0243846153846154,8.26,5.88230769230769,0.364615384615385,"Post"
2021-05-01,"5",0.0312307692307692,0.493820512820513,5.54384615384615,8.11794871794872,"2021",0.0312307692307692,8.11794871794872,5.54384615384615,0.493820512820513,"Post"
2021-06-01,"6",0.0318705882352941,0.585176470588235,3.66964285714286,8.01111111111111,"2021",0.0318705882352941,8.01111111111111,3.66964285714286,0.585176470588235,"Post"
2021-07-01,"7",0.0278148148148148,0.528074074074074,4.56185185185185,7.97148148148148,"2021",0.0278148148148148,7.97148148148148,4.56185185185185,0.528074074074074,"Post"
2021-08-01,"8",NA,NA,4.33481481481481,7.97703703703704,"2021",0.0215925925925926,7.97703703703704,4.33481481481481,0.442703703703704,"Post"
2021-09-01,"9",0.0153703703703704,0.357333333333333,5.17740740740741,7.84962962962963,"2021",0.0153703703703704,7.84962962962963,5.17740740740741,0.357333333333333,"Post"
2021-10-01,"10",0.023425,0.498642857142857,4.31,7.97785714285714,"2021",0.023425,7.97785714285714,4.31,0.498642857142857,"Post"
2021-11-01,"11",0.0115,0.501928571428571,7.56777777777778,7.15428571428571,"2021",0.0115,7.15428571428571,7.56777777777778,0.501928571428571,"Post"
2021-12-01,"12",0.0234272727272727,0.39025,5.12464285714286,7.86607142857143,"2021",0.0234272727272727,7.86607142857143,5.12464285714286,0.39025,"Post"
2022-01-01,"1",0.0182857142857143,NA,5.89857142857143,7.9775,"2022",0.0182857142857143,7.9775,5.89857142857143,0.462642857142857,"Post"
2022-02-01,"2",0.0174071428571429,0.535035714285714,4.5625,7.83964285714286,"2022",0.0174071428571429,7.83964285714286,4.5625,0.535035714285714,"Post"
2022-03-01,"3",0.0169703703703704,0.454037037037037,5.8272972972973,7.90621621621622,"2022",0.0169703703703704,7.90621621621622,5.8272972972973,0.454037037037037,"Post"
2022-04-01,"4",0.00754,NA,5.0112,8.0928,"2022",0.00754,8.0928,5.0112,0.366074074074074,"Post"
2022-05-01,"5",0.00388148148148148,0.278111111111111,5.00888888888889,8.16814814814815,"2022",0.00388148148148148,8.16814814814815,5.00888888888889,0.278111111111111,"Post"
2022-06-01,NA,NA,NA,NA,NA,"2022",0.0108282407407407,8.59344907407407,4.80194444444444,0.320305555555556,"Post"
2022-07-01,"7",0.017775,0.3625,4.595,9.01875,"2022",0.017775,9.01875,4.595,0.3625,"Post"
2022-08-01,NA,NA,NA,NA,NA,"2022",0.0157505952380952,8.84389880952381,4.6860119047619,0.348357142857143,"Post"
2022-09-01,NA,NA,NA,NA,NA,"2022",0.0137261904761905,8.66904761904762,4.77702380952381,0.334214285714286,"Post"
2022-10-01,NA,NA,NA,NA,NA,"2022",0.0117017857142857,8.49419642857143,4.86803571428571,0.320071428571429,"Post"
2022-11-01,NA,NA,NA,NA,NA,"2022",0.00967738095238095,8.31934523809524,4.95904761904762,0.305928571428571,"Post"
2022-12-01,NA,NA,NA,NA,NA,"2022",0.00765297619047619,8.14449404761905,5.05005952380952,0.291785714285714,"Post"
2023-01-01,"1",0.00562857142857143,0.277642857142857,5.14107142857143,7.96964285714286,"2023",0.00562857142857143,7.96964285714286,5.14107142857143,0.277642857142857,"Post"
2023-02-01,"2",0.00633913043478261,0.4775,7.79642857142857,7.8475,"2023",0.00633913043478261,7.8475,7.79642857142857,0.4775,"Post"
2023-03-01,"3",0.00859565217391304,0.38,7.68428571428571,7.87321428571429,"2023",0.00859565217391304,7.87321428571429,7.68428571428571,0.38,"Post"
2023-04-01,NA,NA,NA,NA,NA,"2023",0.0100173913043478,7.92468406593407,7.40778388278388,0.365642857142857,"Post"
2023-05-01,"5",0.0114391304347826,0.351285714285714,7.13128205128205,7.97615384615385,"2023",0.0114391304347826,7.97615384615385,7.13128205128205,0.351285714285714,"Post"
2023-06-01,"6",0.01155,0.298,1.49535714285714,7.58535714285714,"2023",0.01155,7.58535714285714,1.49535714285714,0.298,"Post"
2023-07-01,"7",0.008775,0.356227272727273,4.36535714285714,7.89928571428571,"2023",0.008775,7.89928571428571,4.36535714285714,0.356227272727273,"Post"
2023-08-01,"8",0.00707037037037037,0.216555555555556,3.66074074074074,7.91592592592593,"2023",0.00707037037037037,7.91592592592593,3.66074074074074,0.216555555555556,"Post"
2023-09-01,"9",0.0251111111111111,0.392,4.80285714285714,7.61714285714286,"2023",0.0251111111111111,7.61714285714286,4.80285714285714,0.392,"Post"
2023-10-01,"10",0.005475,0.279,5.30764705882353,8.17764705882353,"2023",0.005475,8.17764705882353,5.30764705882353,0.279,"Post"
2023-11-01,"11",0.0140333333333333,0.513333333333333,6.06333333333333,7.90888888888889,"2023",0.0140333333333333,7.90888888888889,6.06333333333333,0.513333333333333,"Post"
2023-12-01,"12",0.0039,0.286066666666667,7.16368421052632,8.56315789473684,"2023",0.0039,8.56315789473684,7.16368421052632,0.286066666666667,"Post"
2024-01-01,"1",0.00654347826086957,0.331375,38.1655555555556,7.63555555555556,"2024",0.00654347826086957,7.63555555555556,38.1655555555556,0.331375,"Post"
2024-02-01,"2",0.009475,0.733714285714286,5.88259259259259,7.94259259259259,"2024",0.009475,7.94259259259259,5.88259259259259,0.733714285714286,"Post"
2024-03-01,"3",0.005936,0.503111111111111,4.88857142857143,7.68964285714286,"2024",0.005936,7.68964285714286,4.88857142857143,0.503111111111111,"Post"
2024-04-01,"4",0.00673478260869565,0.356789473684211,2.74964285714286,7.66607142857143,"2024",0.00673478260869565,7.66607142857143,2.74964285714286,0.356789473684211,"Post"
2024-05-01,"5",0.00856315789473684,0.276714285714286,3.765,7.61071428571429,"2024",0.00856315789473684,7.61071428571429,3.765,0.276714285714286,"Post"
2024-06-01,"6",0.0128076923076923,0.390833333333333,3.85703703703704,8.15851851851852,"2024",0.0128076923076923,8.15851851851852,3.85703703703704,0.390833333333333,"Post"
2024-07-01,"7",0.0131347826086957,0.40275,3.33464285714286,7.37214285714286,"2024",0.0131347826086957,7.37214285714286,3.33464285714286,0.40275,"Post"
2024-08-01,"8",0.0219631578947368,0.415434782608696,2.88464285714286,7.77142857142857,"2024",0.0219631578947368,7.77142857142857,2.88464285714286,0.415434782608696,"Post"
2024-09-01,"9",0.0127380952380952,0.402875,2.72071428571429,7.81357142857143,"2024",0.0127380952380952,7.81357142857143,2.72071428571429,0.402875,"Post"
2024-10-01,"10",0.00863571428571429,1.017,4.0825,7.94357142857143,"2024",0.00863571428571429,7.94357142857143,4.0825,1.017,"Post"
2024-11-01,"11",0.00807916666666667,0.3918,4.93296296296296,7.89666666666667,"2024",0.00807916666666667,7.89666666666667,4.93296296296296,0.3918,"Post"
2024-12-01,"12",0.01688,0.337181818181818,5.335,7.97083333333333,"2024",0.01688,7.97083333333333,5.335,0.337181818181818,"Post"
